Date,Meal,Calories,Fat (g),Saturated Fat,Polyunsaturated Fat,Monounsaturated Fat,Trans Fat,Cholesterol,Sodium (mg),Potassium,Carbohydrates (g),Fiber,Sugar,Protein (g),Vitamin A,Vitamin C,Calcium,Iron,Note,zero_calorie,zero_protein,zero_carbs,zero_fats,cal_macro_discrepancy,macro_pct_diff,macro_mismatch,likely_alcohol,Estimated Alcohol (g)
2024-08-12,Dinner,434.6,15.6,4.5,0.8,1.3,0.0,84.6,453.7,217.8,30.0,0.0,0.5,37.3,1.4,0.0,0.6,4.1,,False,False,False,False,25.0,0.057524160147261846,False,False,0.0
2024-08-12,Lunch,376.4,26.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0,6.3,1.8,0.8,30.1,0.0,0.0,0.0,0.0,,False,False,False,False,-3.2000000000000455,0.008501594048884287,False,False,0.0
2024-08-12,Snacks,99.0,8.8,3.6,0.0,0.0,0.0,0.0,0.8,0.0,0.4,0.0,0.0,4.6,0.0,0.0,0.0,0.0,,False,False,True,False,-0.20000000000000284,0.002020202020202049,False,False,0.0
2024-08-13,Breakfast,206.0,11.6,7.1,0.0,0.0,0.0,15.0,256.0,418.8,11.2,0.0,11.2,15.4,10.8,0.0,56.8,0.0,,False,False,False,False,-4.800000000000011,0.023300970873786464,False,False,0.0
2024-08-13,Lunch,434.6,15.6,4.5,0.8,1.3,0.0,84.6,453.7,217.8,30.0,0.0,0.5,37.3,1.4,0.0,0.6,4.1,,False,False,False,False,25.0,0.057524160147261846,False,False,0.0
2024-08-13,Snacks,99.0,8.8,3.6,0.0,0.0,0.0,0.0,0.8,0.0,0.4,0.0,0.0,4.6,0.0,0.0,0.0,0.0,,False,False,True,False,-0.20000000000000284,0.002020202020202049,False,False,0.0
2024-08-14,Breakfast,206.0,11.6,7.1,0.0,0.0,0.0,15.0,256.0,418.8,11.2,0.0,11.2,15.4,10.8,0.0,56.8,0.0,,False,False,False,False,-4.800000000000011,0.023300970873786464,False,False,0.0
2024-08-15,Breakfast,39.0,2.2,1.4,0.0,0.0,0.0,0.0,24.0,104.7,2.8,0.0,2.8,2.3,1.2,0.0,9.2,0.0,,False,False,False,False,-1.2000000000000028,0.030769230769230844,False,False,0.0
2024-08-15,Dinner,567.8,18.1,9.8,0.0,0.0,0.0,0.0,1121.6,0.0,73.2,3.7,13.1,29.6,0.0,0.0,0.0,0.0,,False,False,False,False,-6.300000000000068,0.01109545614653059,False,False,0.0
2024-08-15,Lunch,374.2,11.7,2.2,1.1,1.8,0.0,112.8,390.1,290.4,32.0,1.5,0.6,34.1,1.9,0.0,0.8,5.4,,False,False,False,False,4.5,0.012025654730090861,False,False,0.0
2024-08-15,Snacks,177.0,10.5,4.3,0.0,0.0,0.0,0.0,2.8,0.0,3.7,0.0,2.7,16.8,0.0,0.0,0.0,0.0,,False,False,False,False,0.5,0.002824858757062147,False,False,0.0
2024-08-16,Breakfast,151.2,7.9,3.2,0.0,0.0,0.0,0.0,48.0,209.4,15.1,1.0,9.7,5.9,2.4,0.0,36.4,0.0,,False,False,False,False,-3.900000000000034,0.02579365079365102,False,False,0.0
2024-08-16,Lunch,475.1,18.4,7.9,0.0,0.0,0.0,0.0,102.2,0.0,48.5,1.9,1.5,28.6,0.0,0.0,0.0,0.0,,False,False,False,False,1.1000000000000227,0.0023153020416754847,False,False,0.0
2024-08-17,Breakfast,151.2,7.9,3.2,0.0,0.0,0.0,0.0,48.0,209.4,15.1,1.0,9.7,5.9,2.4,0.0,36.4,0.0,,False,False,False,False,-3.900000000000034,0.02579365079365102,False,False,0.0
2024-08-17,Dinner,533.0,28.9,11.3,2.0,2.0,0.0,0.0,340.4,0.0,46.5,1.4,10.3,24.0,0.0,0.0,0.0,0.0,,False,False,False,False,-9.099999999999909,0.017073170731707145,False,False,0.0
2024-08-17,Lunch,533.0,28.9,11.3,2.0,2.0,0.0,0.0,340.4,0.0,46.5,1.4,10.3,24.0,0.0,0.0,0.0,0.0,,False,False,False,False,-9.099999999999909,0.017073170731707145,False,False,0.0
2024-08-17,Snacks,186.0,13.8,3.3,0.0,0.0,0.0,0.0,0.0,0.0,9.3,0.5,8.1,6.6,0.0,0.0,0.0,0.0,,False,False,False,False,-1.8000000000000114,0.00967741935483877,False,False,0.0
2024-08-18,Breakfast,146.4,7.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,19.0,2.0,8.2,2.4,0.0,0.0,36.0,0.0,,False,False,False,False,-3.9999999999999716,0.027322404371584504,False,False,0.0
2024-08-18,Dinner,512.1,15.1,5.5,0.0,0.0,0.0,0.0,0.0,0.0,65.2,3.1,7.5,31.4,41.0,19.0,0.0,0.0,,False,False,False,False,-10.199999999999932,0.01991798476859975,False,False,0.0
2024-08-18,Lunch,361.9,11.6,5.4,0.0,0.0,0.0,0.0,1.1,0.0,45.1,0.4,1.0,18.3,0.0,0.0,0.0,0.0,,False,False,False,False,3.8999999999999773,0.01077645758496816,False,False,0.0
2024-08-18,Snacks,428.0,28.8,11.5,0.0,0.0,0.0,0.0,48.0,209.4,27.3,0.5,26.0,15.1,2.4,0.0,18.4,0.0,,False,False,False,False,-0.7999999999999545,0.0018691588785045667,False,False,0.0
2024-08-19,Breakfast,146.4,7.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,19.0,2.0,8.2,2.4,0.0,0.0,36.0,0.0,,False,False,False,False,-3.9999999999999716,0.027322404371584504,False,False,0.0
2024-08-19,Dinner,594.8,14.9,2.8,4.5,5.3,0.0,112.8,254.8,290.4,78.4,3.9,3.7,36.9,1.9,0.0,0.8,5.4,,False,False,False,False,-0.5000000000001137,0.000840618695359976,False,False,0.0
2024-08-19,Lunch,512.1,15.1,5.5,0.0,0.0,0.0,0.0,0.0,0.0,65.2,3.1,7.5,31.4,41.0,19.0,0.0,0.0,,False,False,False,False,-10.199999999999932,0.01991798476859975,False,False,0.0
2024-08-19,Snacks,163.0,9.6,5.8,0.0,0.0,0.0,0.0,20.0,0.0,17.4,0.6,13.4,1.8,0.0,0.0,0.0,0.0,,False,False,False,False,-0.19999999999998863,0.001226993865030605,False,False,0.0
2024-08-20,Breakfast,146.4,7.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,19.0,2.0,8.2,2.4,0.0,0.0,36.0,0.0,,False,False,False,False,-3.9999999999999716,0.027322404371584504,False,False,0.0
2024-08-20,Lunch,470.5,23.1,12.4,0.2,2.0,0.0,0.0,356.0,0.0,49.7,2.0,10.8,17.5,0.0,0.0,0.0,7.5,,False,False,False,False,-6.2000000000000455,0.013177470775770554,False,False,0.0
2024-08-20,Snacks,83.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,5.1,0.0,0.0,0.0,0.0,,False,False,True,False,-0.7999999999999972,0.009638554216867436,False,False,0.0
2024-08-21,Breakfast,146.4,7.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,19.0,2.0,8.2,2.4,0.0,0.0,36.0,0.0,,False,False,False,False,-3.9999999999999716,0.027322404371584504,False,False,0.0
2024-08-21,Dinner,565.0,21.5,8.0,0.7,2.0,0.0,183.6,1148.0,18.5,64.4,2.6,2.5,29.6,0.0,0.0,2.2,2.6,,False,False,False,False,-4.5,0.007964601769911504,False,False,0.0
2024-08-21,Lunch,505.3,18.6,6.0,1.5,2.4,0.0,150.4,459.4,387.2,39.0,3.7,4.8,44.4,2.6,0.0,1.1,7.2,,False,False,False,False,4.300000000000011,0.008509796160696638,False,False,0.0
2024-08-22,Breakfast,125.8,8.5,4.2,0.0,0.0,0.0,0.0,195.3,209.4,5.9,0.0,5.6,6.9,2.4,0.0,18.4,0.0,,False,False,False,False,-1.9000000000000057,0.015103338632750443,False,False,0.0
2024-08-22,Lunch,396.8,5.5,0.9,0.0,0.0,0.0,0.0,250.0,0.0,54.8,0.0,0.5,30.3,0.0,0.0,0.0,0.0,,False,False,False,False,6.900000000000034,0.01738911290322589,False,False,0.0
2024-08-30,Breakfast,382.1,26.4,9.9,0.0,0.0,0.0,0.0,440.0,418.8,24.0,1.2,12.4,13.6,4.8,0.0,36.8,0.0,,False,False,False,False,-5.899999999999977,0.015440984035592716,False,False,0.0
2024-08-30,Lunch,409.4,11.0,3.3,1.4,2.2,0.0,141.0,558.9,363.0,42.5,2.2,1.4,34.4,2.4,0.0,1.0,6.8,,False,False,False,False,2.7999999999999545,0.006839276990718014,False,False,0.0
2024-08-31,Breakfast,301.0,16.0,5.6,0.0,0.0,0.0,0.0,272.5,418.8,27.7,0.0,16.6,11.8,4.8,0.0,36.8,0.0,,False,False,False,False,-1.0,0.0033222591362126247,False,False,0.0
2024-09-03,Breakfast,217.0,13.1,8.4,0.0,0.0,0.0,0.0,96.0,418.8,11.7,0.0,11.4,14.0,4.8,0.0,36.8,0.0,,False,False,False,False,-3.6999999999999886,0.01705069124423958,False,False,0.0
2024-09-03,Dinner,528.0,17.7,3.8,5.0,4.2,0.0,95.0,235.0,470.0,53.5,2.0,1.2,41.5,161.0,40.0,10.0,19.0,,False,False,False,False,-11.299999999999955,0.021401515151515064,False,False,0.0
2024-09-03,Lunch,267.0,9.6,4.0,0.0,0.0,0.0,0.0,1.0,0.0,16.0,0.0,11.0,29.2,0.0,0.0,0.0,0.0,,False,False,False,False,-0.19999999999998863,0.0007490636704119424,False,False,0.0
2024-09-03,Snacks,36.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,7.0,0.4,6.6,1.8,0.0,0.0,0.0,0.0,,False,False,False,True,0.7999999999999972,0.022222222222222143,False,False,0.0
2024-09-04,Breakfast,156.0,8.6,5.6,0.0,0.0,0.0,0.0,96.0,418.8,11.2,0.0,11.2,9.4,4.8,0.0,36.8,0.0,,False,False,False,False,-3.8000000000000114,0.024358974358974432,False,False,0.0
2024-09-04,Lunch,597.8,26.1,5.2,5.0,4.2,0.0,95.0,202.0,0.0,50.1,0.7,0.8,42.0,1.0,0.0,2.0,4.0,,False,False,False,False,-5.5,0.009200401472064237,False,False,0.0
2024-09-04,Snacks,50.0,3.0,1.5,0.0,0.0,0.0,15.0,160.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,20.0,0.0,,False,False,True,False,-1.0,0.02,False,False,0.0
2024-09-06,Breakfast,156.0,8.6,5.6,0.0,0.0,0.0,0.0,96.0,418.8,11.2,0.0,11.2,9.4,4.8,0.0,36.8,0.0,,False,False,False,False,-3.8000000000000114,0.024358974358974432,False,False,0.0
2024-09-06,Lunch,428.9,12.9,1.3,0.0,0.0,0.0,0.0,219.0,0.0,42.0,3.9,5.7,36.8,41.0,19.0,1.1,11.0,,False,False,False,False,-2.400000000000034,0.0055957099557007095,False,False,0.0
2024-09-09,Breakfast,217.0,13.1,8.4,0.0,0.0,0.0,0.0,96.0,418.8,11.7,0.0,11.4,14.0,4.8,0.0,36.8,0.0,,False,False,False,False,-3.6999999999999886,0.01705069124423958,False,False,0.0
2024-09-11,Breakfast,217.0,13.1,8.4,0.0,0.0,0.0,0.0,96.0,418.8,11.7,0.0,11.4,14.0,4.8,0.0,36.8,0.0,,False,False,False,False,-3.6999999999999886,0.01705069124423958,False,False,0.0
2024-09-11,Lunch,402.9,14.6,7.2,1.4,1.5,0.0,94.0,98.3,242.0,35.7,10.0,4.4,35.7,1.6,0.0,0.7,4.5,,False,False,False,False,-14.100000000000023,0.03499627699180944,False,False,0.0
2024-09-11,Snacks,99.0,8.8,3.6,0.0,0.0,0.0,0.0,0.8,0.0,0.4,0.0,0.0,4.6,0.0,0.0,0.0,0.0,,False,False,True,False,-0.20000000000000284,0.002020202020202049,False,False,0.0
2024-09-13,Breakfast,255.0,17.4,9.2,0.0,0.0,0.0,0.0,96.8,418.8,11.6,0.0,11.2,14.0,4.8,0.0,36.8,0.0,,False,False,False,False,-4.0,0.01568627450980392,False,False,0.0
2024-09-13,Lunch,429.5,11.1,2.8,2.8,3.7,0.1,235.0,240.5,605.0,26.0,8.6,0.6,57.3,4.0,0.0,1.8,11.3,,False,False,False,False,-3.599999999999966,0.008381839348079083,False,False,0.0
2024-09-14,Breakfast,156.0,8.6,5.6,0.0,0.0,0.0,0.0,96.0,418.8,11.2,0.0,11.2,9.4,4.8,0.0,36.8,0.0,,False,False,False,False,-3.8000000000000114,0.024358974358974432,False,False,0.0
2024-09-14,Lunch,486.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,,False,False,False,False,7.0,0.01440329218106996,False,False,0.0
2024-09-19,Breakfast,206.0,11.6,7.1,0.0,0.0,0.0,15.0,256.0,418.8,11.2,0.0,11.2,15.4,10.8,0.0,56.8,0.0,,False,False,False,False,-4.800000000000011,0.023300970873786464,False,False,0.0
2024-09-20,Breakfast,370.5,23.6,10.4,2.7,5.4,0.0,616.5,289.5,616.8,12.7,0.0,11.5,28.0,4.8,0.0,44.0,13.8,,False,False,False,False,-4.7000000000000455,0.01268556005398123,False,False,0.0
2024-09-20,Lunch,405.5,9.4,3.6,1.3,3.0,0.0,205.5,567.3,66.0,62.9,11.7,10.8,19.9,0.0,0.0,2.4,4.6,,False,False,False,False,-10.300000000000011,0.02540073982737364,False,False,0.0
2024-09-21,Breakfast,156.0,8.6,5.6,0.0,0.0,0.0,0.0,96.0,418.8,11.2,0.0,11.2,9.4,4.8,0.0,36.8,0.0,,False,False,False,False,-3.8000000000000114,0.024358974358974432,False,False,0.0
2024-09-21,Lunch,464.3,23.9,7.7,0.9,1.8,0.0,205.5,250.3,66.0,37.7,1.8,14.6,24.1,0.0,0.0,2.4,4.6,,False,False,False,False,2.0,0.004307559767391772,False,False,0.0
2024-09-21,Snacks,50.0,3.0,1.5,0.0,0.0,0.0,15.0,160.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,20.0,0.0,,False,False,True,False,-1.0,0.02,False,False,0.0
2024-09-22,Breakfast,78.0,4.3,2.8,0.0,0.0,0.0,0.0,48.0,209.4,5.6,0.0,5.6,4.7,2.4,0.0,18.4,0.0,,False,False,False,False,-1.9000000000000057,0.024358974358974432,False,False,0.0
2024-09-22,Snacks,350.0,22.5,14.0,0.0,0.0,0.0,0.0,0.0,0.0,32.5,0.0,31.5,4.5,0.0,0.0,0.0,0.0,,False,False,False,False,-0.5,0.0014285714285714286,False,False,0.0
2024-09-23,Breakfast,128.0,7.3,4.3,0.0,0.0,0.0,15.0,208.0,209.4,5.6,0.0,5.6,10.7,8.4,0.0,38.4,0.0,,False,False,False,False,-2.8999999999999773,0.022656249999999822,False,False,0.0
2024-09-23,Lunch,470.2,22.2,9.8,0.7,2.0,0.0,183.6,15.5,18.5,39.0,2.6,1.8,30.5,0.0,0.0,2.2,2.6,,False,False,False,False,-7.599999999999966,0.016163334751169642,False,False,0.0
2024-09-23,Snacks,163.1,3.0,1.8,0.0,0.0,0.0,0.0,252.4,0.0,29.1,1.4,5.2,4.8,0.0,0.0,5.7,0.0,,False,False,False,False,0.5,0.0030656039239730227,False,False,0.0
2024-10-05,Breakfast,137.8,7.8,4.8,0.0,0.0,0.0,0.0,93.2,0.0,10.8,1.1,9.8,7.2,0.0,0.0,15.9,0.0,,False,False,False,False,-4.399999999999977,0.0319303338171261,False,False,0.0
2024-10-07,Breakfast,156.0,8.8,5.6,0.0,0.0,0.0,0.0,105.6,0.0,12.2,1.2,11.0,8.2,0.0,0.0,18.0,0.0,,False,False,False,False,-4.800000000000011,0.030769230769230844,False,False,0.0
2024-10-08,Breakfast,234.0,13.2,8.4,0.0,0.0,0.0,0.0,158.4,0.0,18.3,1.8,16.5,12.3,0.0,0.0,27.0,0.0,,False,False,False,False,-7.199999999999989,0.030769230769230722,False,False,0.0
2024-10-08,Lunch,603.3,22.2,5.6,0.0,0.0,0.0,0.0,0.0,0.0,84.6,7.9,13.4,20.3,0.0,0.0,0.0,0.0,,False,False,False,False,-16.100000000000023,0.02668655726835741,False,False,0.0
2024-10-09,Lunch,496.1,23.1,13.9,1.0,2.0,0.0,0.0,139.3,45.1,56.4,0.4,28.9,13.8,0.0,0.0,0.4,0.8,,False,False,False,False,7.399999999999977,0.014916347510582498,False,False,0.0
2024-10-13,Breakfast,78.0,4.4,2.8,0.0,0.0,0.0,0.0,52.8,0.0,6.1,0.6,5.5,4.1,0.0,0.0,9.0,0.0,,False,False,False,False,-2.4000000000000057,0.030769230769230844,False,False,0.0
2024-10-13,Lunch,271.0,10.5,0.8,0.0,0.0,0.0,0.0,1240.0,0.0,39.1,1.8,1.3,5.8,0.0,0.0,0.0,0.0,,False,False,False,False,-3.1000000000000227,0.011439114391143996,False,False,0.0
2024-10-16,Lunch,332.4,12.9,6.6,0.0,0.0,0.0,0.0,320.0,0.0,35.5,0.0,0.0,17.5,0.0,0.0,0.0,0.0,,False,False,False,False,4.2999999999999545,0.012936221419975797,False,False,0.0
2024-10-28,Breakfast,156.0,8.8,5.6,0.0,0.0,0.0,0.0,105.6,0.0,12.2,1.2,11.0,8.2,0.0,0.0,18.0,0.0,,False,False,False,False,-4.800000000000011,0.030769230769230844,False,False,0.0
2024-10-28,Dinner,718.9,28.3,13.0,0.4,2.1,0.1,31.5,512.0,135.0,89.1,0.3,2.4,23.8,0.0,0.0,0.0,1.5,,False,False,False,False,12.600000000000023,0.01752677702044794,False,False,0.0
2024-10-29,Breakfast,78.0,4.4,2.8,0.0,0.0,0.0,0.0,52.8,0.0,6.1,0.6,5.5,4.1,0.0,0.0,9.0,0.0,,False,False,False,False,-2.4000000000000057,0.030769230769230844,False,False,0.0
2024-10-29,Dinner,662.0,32.6,8.3,2.8,6.4,0.0,0.0,2310.0,0.0,66.7,3.9,8.3,27.3,0.0,0.0,0.0,0.0,,False,False,False,False,-7.400000000000091,0.01117824773413911,False,False,0.0
2024-10-29,Lunch,718.9,28.3,13.0,0.4,2.1,0.1,31.5,512.0,135.0,89.1,0.3,2.4,23.8,0.0,0.0,0.0,1.5,,False,False,False,False,12.600000000000023,0.01752677702044794,False,False,0.0
2024-10-30,Breakfast,78.0,4.4,2.8,0.0,0.0,0.0,0.0,52.8,0.0,6.1,0.6,5.5,4.1,0.0,0.0,9.0,0.0,,False,False,False,False,-2.4000000000000057,0.030769230769230844,False,False,0.0
2024-10-30,Dinner,625.9,37.2,12.7,2.2,2.7,0.0,2.5,105.4,0.0,38.7,1.9,0.6,36.5,0.0,0.0,0.0,0.0,,False,False,False,False,-9.700000000000045,0.01549768333599624,False,False,0.0
2024-10-31,Breakfast,168.0,4.4,2.8,0.0,0.0,0.0,0.0,152.8,0.0,28.6,0.6,27.0,4.1,0.0,0.0,9.0,0.0,,False,False,False,False,-2.4000000000000057,0.01428571428571432,False,False,0.0
2024-10-31,Dinner,790.0,32.4,13.9,4.2,13.1,0.0,0.0,0.0,0.0,91.3,8.3,8.4,33.5,0.0,0.0,0.0,0.0,,False,False,False,False,-0.7999999999999545,0.0010126582278480436,False,False,0.0
2024-10-31,Lunch,518.0,30.0,13.3,0.0,0.0,0.0,0.0,2200.0,0.0,46.8,5.0,3.0,17.5,0.0,0.0,0.0,0.0,,False,False,False,False,-9.200000000000045,0.01776061776061785,False,False,0.0
2024-11-01,Breakfast,234.0,13.2,8.3,0.0,0.0,0.0,0.0,158.4,0.0,18.3,1.8,16.5,12.3,0.0,0.0,27.0,0.0,,False,False,False,False,-7.199999999999989,0.030769230769230722,False,False,0.0
2024-11-01,Dinner,770.2,62.3,20.1,11.2,25.2,0.0,252.6,1351.8,767.2,11.5,5.2,1.8,42.7,0.0,12.5,1.2,2.3,,False,False,False,False,-7.2999999999999545,0.009478057647364261,False,False,0.0
2024-11-01,Lunch,356.5,10.1,2.8,0.0,0.0,0.0,0.0,0.0,0.0,49.9,3.9,5.8,18.9,0.0,0.0,0.0,0.0,,False,False,False,False,-9.599999999999966,0.02692847124824675,False,False,0.0
2024-11-01,Snacks,180.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,0.0,0.0,2.7,0.0,0.0,0.0,0.0,,False,False,False,True,15.599999999999994,0.08666666666666664,False,False,0.0
2024-11-02,Breakfast,295.7,13.8,8.2,0.3,2.1,0.0,21.5,317.1,2.4,34.7,2.3,7.4,9.8,0.0,0.0,9.2,0.0,,False,False,False,False,-6.5,0.021981738248224553,False,False,0.0
2024-11-02,Dinner,545.2,29.1,12.8,0.4,2.5,0.0,10.8,32.3,1.2,40.3,1.5,2.1,24.5,0.0,0.0,0.1,0.0,,False,False,False,False,24.100000000000023,0.04420396184886284,False,False,0.0
2024-11-02,Snacks,593.7,30.6,10.2,0.9,4.6,0.0,0.0,384.2,0.0,63.8,3.5,33.5,16.0,0.0,0.0,0.0,0.0,,False,False,False,False,-0.8999999999999773,0.001515917129863529,False,False,0.0
2024-11-03,Breakfast,78.0,4.4,2.8,0.0,0.0,0.0,0.0,52.8,0.0,6.1,0.6,5.5,4.1,0.0,0.0,9.0,0.0,,False,False,False,False,-2.4000000000000057,0.030769230769230844,False,False,0.0
2024-11-03,Dinner,589.2,11.8,1.9,0.4,0.2,0.0,150.1,899.7,732.0,65.0,3.2,8.0,57.8,6.8,12.0,9.7,20.6,,False,False,False,False,-8.199999999999932,0.013917175831636,False,False,0.0
2024-11-03,Lunch,545.2,29.1,12.8,0.4,2.5,0.0,10.8,32.3,1.2,40.3,1.5,2.1,24.5,0.0,0.0,0.1,0.0,,False,False,False,False,24.100000000000023,0.04420396184886284,False,False,0.0
2024-11-03,Snacks,445.2,21.6,10.7,0.0,0.0,0.0,0.0,149.6,0.0,47.0,2.3,41.0,15.2,0.0,0.0,25.5,0.0,,False,False,False,False,1.9999999999999432,0.004492362982928893,False,False,0.0
2024-11-04,Breakfast,156.0,8.8,5.6,0.0,0.0,0.0,0.0,105.6,0.0,12.2,1.2,11.0,8.2,0.0,0.0,18.0,0.0,,False,False,False,False,-4.800000000000011,0.030769230769230844,False,False,0.0
2024-11-04,Dinner,726.9,32.3,14.1,6.3,9.1,0.0,95.0,317.2,0.0,56.5,3.0,2.7,54.9,1.0,0.0,2.0,4.0,,False,False,False,False,-9.399999999999977,0.012931627459072744,False,False,0.0
2024-11-04,Lunch,530.0,32.2,9.6,2.0,1.0,0.0,2.5,105.0,0.0,30.2,2.2,0.8,20.8,0.0,0.0,0.0,0.0,,False,False,False,False,36.19999999999999,0.0683018867924528,False,False,0.0
2024-11-04,Snacks,168.0,4.1,2.7,0.0,0.0,0.0,0.0,0.0,0.0,25.7,1.7,0.0,7.9,0.0,0.0,0.0,0.0,,False,False,False,False,-3.3000000000000114,0.019642857142857212,False,False,0.0
2024-11-05,Breakfast,156.0,8.8,5.6,0.0,0.0,0.0,0.0,105.6,0.0,12.2,1.2,11.0,8.2,0.0,0.0,18.0,0.0,,False,False,False,False,-4.800000000000011,0.030769230769230844,False,False,0.0
2024-11-05,Dinner,473.3,20.6,8.9,3.9,6.4,0.0,143.5,566.5,498.8,26.1,2.4,2.0,43.6,2.4,10.7,3.5,10.1,,False,False,False,False,9.099999999999966,0.019226706106063734,False,False,0.0
2024-11-05,Lunch,726.9,32.3,14.1,6.3,9.1,0.0,95.0,317.2,0.0,56.5,3.0,2.7,54.9,1.0,0.0,2.0,4.0,,False,False,False,False,-9.399999999999977,0.012931627459072744,False,False,0.0
2024-11-06,Breakfast,156.0,8.8,5.6,0.0,0.0,0.0,0.0,105.6,0.0,12.2,1.2,11.0,8.2,0.0,0.0,18.0,0.0,,False,False,False,False,-4.800000000000011,0.030769230769230844,False,False,0.0
2024-11-06,Lunch,517.6,21.1,9.0,4.1,6.5,0.0,143.5,578.8,1081.8,35.7,5.4,8.5,45.8,2.4,66.9,6.0,13.8,,False,False,False,False,1.7000000000000455,0.00328438948995372,False,False,0.0
2024-11-07,Breakfast,250.0,12.3,5.1,0.0,0.0,0.0,0.0,188.8,388.8,26.2,2.9,16.2,9.8,0.0,0.0,50.0,1.6,,False,False,False,False,-4.699999999999989,0.018799999999999956,False,False,0.0
2024-11-07,Dinner,763.5,32.8,5.9,10.9,12.7,0.0,164.5,515.1,423.5,68.7,4.5,4.2,47.4,2.8,0.0,1.2,7.9,,False,False,False,False,3.900000000000091,0.005108055009823302,False,False,0.0
2024-11-07,Snacks,341.0,8.1,3.4,0.0,0.0,0.0,0.0,68.0,0.0,66.2,0.7,52.4,1.6,0.0,0.0,0.0,0.0,,False,False,False,False,-3.099999999999966,0.009090909090908992,False,False,0.0
2024-11-08,Breakfast,156.0,8.8,5.6,0.0,0.0,0.0,0.0,105.6,0.0,12.2,1.2,11.0,8.2,0.0,0.0,18.0,0.0,,False,False,False,False,-4.800000000000011,0.030769230769230844,False,False,0.0
2024-11-08,Dinner,856.6,57.3,15.2,11.8,7.9,0.0,5.8,89.2,2.8,50.4,5.1,2.2,36.6,0.0,0.0,0.1,0.3,,False,False,False,False,-7.099999999999909,0.008288582769086983,False,False,0.0
2024-11-08,Lunch,372.0,10.6,2.9,0.0,0.0,0.0,0.0,0.0,0.0,52.1,4.1,6.0,19.7,0.0,0.0,0.0,0.0,,False,False,False,False,-10.599999999999966,0.028494623655913886,False,False,0.0
2024-11-09,Breakfast,243.7,10.9,6.3,0.3,2.1,0.0,21.5,281.9,2.4,30.6,1.9,3.7,7.1,0.0,0.0,3.2,0.0,,False,False,False,False,-5.2000000000000455,0.021337710299548812,False,False,0.0
2024-11-09,Dinner,690.0,40.0,10.8,4.0,2.0,0.2,35.0,720.0,938.0,71.0,6.2,0.4,12.6,6.0,12.0,22.0,8.0,,False,False,False,False,-4.399999999999977,0.006376811594202865,False,False,0.0
2024-11-09,Lunch,790.4,44.9,15.4,0.9,6.3,0.0,64.5,480.9,7.2,71.5,2.7,1.9,24.4,0.0,0.0,0.7,0.0,,False,False,False,False,2.699999999999932,0.003415991902833922,False,False,0.0
2024-11-09,Snacks,495.4,13.1,6.3,0.2,1.0,0.0,22.6,261.4,490.0,84.4,0.7,66.4,10.4,0.0,1.1,32.9,0.0,,False,False,False,False,-1.7000000000000455,0.003431570448122821,False,False,0.0
2024-11-10,Breakfast,156.0,8.8,5.6,0.0,0.0,0.0,0.0,105.6,0.0,12.2,1.2,11.0,8.2,0.0,0.0,18.0,0.0,,False,False,False,False,-4.800000000000011,0.030769230769230844,False,False,0.0
2024-11-10,Dinner,514.0,25.5,6.2,4.2,12.8,0.0,141.0,169.4,726.8,37.4,6.8,2.0,36.8,2.4,12.5,1.9,9.1,,False,False,False,False,-12.299999999999955,0.023929961089494075,False,False,0.0
2024-11-10,Lunch,393.7,9.2,2.4,1.9,3.0,0.0,188.0,190.0,484.0,31.1,1.9,0.0,45.0,3.2,0.0,1.4,9.0,,False,False,False,False,6.5,0.01651003302006604,False,False,0.0
2024-11-11,Breakfast,156.0,8.8,5.6,0.0,0.0,0.0,0.0,105.6,0.0,12.2,1.2,11.0,8.2,0.0,0.0,18.0,0.0,,False,False,False,False,-4.800000000000011,0.030769230769230844,False,False,0.0
2024-11-11,Dinner,690.5,24.8,12.6,1.8,7.4,0.0,0.0,1181.1,0.0,89.0,0.5,2.0,24.8,0.0,0.0,0.0,0.0,,False,False,False,False,12.100000000000023,0.01752353367125275,False,False,0.0
2024-11-11,Lunch,499.8,12.1,2.4,3.3,4.1,0.0,141.0,142.5,363.0,57.9,2.3,2.7,38.7,2.4,0.0,1.0,6.8,,False,False,False,False,4.500000000000057,0.009003601440576344,False,False,0.0
2024-11-12,Breakfast,156.0,8.8,5.6,0.0,0.0,0.0,0.0,105.6,0.0,12.2,1.2,11.0,8.2,0.0,0.0,18.0,0.0,,False,False,False,False,-4.800000000000011,0.030769230769230844,False,False,0.0
