Date,Meal,Calories,Fat (g),Saturated Fat,Polyunsaturated Fat,Monounsaturated Fat,Trans Fat,Cholesterol,Sodium (mg),Potassium,Carbohydrates (g),Fiber,Sugar,Protein (g),Vitamin A,Vitamin C,Calcium,Iron,Note
2024-07-08,Lunch,504.9,25.4,8.4,0.9,1.8,0.0,220.5,226.5,66.0,33.1,2.5,2.5,37.7,6.0,0.0,22.4,4.6,
2024-07-09,Breakfast,156.0,8.6,5.6,0.0,0.0,0.0,0.0,96.0,418.8,11.2,0.0,11.2,9.4,4.8,0.0,36.8,0.0,
2024-07-09,Dinner,564.9,16.7,3.8,0.0,0.0,0.0,0.0,335.5,6.1,68.9,0.1,3.8,34.9,0.2,1.8,0.2,0.3,
2024-07-09,Lunch,486.7,14.8,6.9,0.0,0.0,0.0,0.0,410.0,0.0,34.5,2.0,3.9,54.8,0.0,0.0,0.0,0.0,
2024-07-09,Snacks,430.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2024-07-10,Breakfast,78.0,4.3,2.8,0.0,0.0,0.0,0.0,48.0,209.4,5.6,0.0,5.6,4.7,2.4,0.0,18.4,0.0,
2024-07-10,Dinner,569.3,15.5,6.4,0.0,0.0,0.0,0.0,210.2,0.0,70.0,0.9,3.0,36.4,0.0,0.0,0.0,0.0,
2024-07-10,Lunch,422.4,15.6,4.5,0.0,0.0,0.0,0.0,0.8,0.0,32.4,1.5,2.2,39.4,0.0,0.0,0.0,0.0,
2024-07-10,Snacks,50.0,1.0,1.0,0.0,0.0,0.0,0.0,50.0,0.0,9.0,1.0,7.0,1.0,0.0,0.0,4.0,0.0,
2024-07-11,Breakfast,156.0,8.6,5.6,0.0,0.0,0.0,0.0,96.0,418.8,11.2,0.0,11.2,9.4,4.8,0.0,36.8,0.0,
2024-07-11,Dinner,417.3,25.0,6.1,0.0,0.0,0.0,0.0,95.0,0.0,23.3,3.1,1.3,26.3,0.0,0.0,0.0,0.0,
2024-07-11,Lunch,520.0,23.5,11.5,0.0,0.0,0.0,0.0,0.8,0.0,32.6,1.5,2.5,45.5,0.0,0.0,0.0,0.0,
2024-07-11,Snacks,623.0,50.9,2.2,0.0,0.0,0.0,15.0,160.2,0.0,30.9,0.3,0.9,9.1,6.0,0.0,20.0,0.0,
2024-07-12,Breakfast,156.0,8.6,5.6,0.0,0.0,0.0,0.0,96.0,418.8,11.2,0.0,11.2,9.4,4.8,0.0,36.8,0.0,
2024-07-12,Dinner,438.1,15.7,5.6,0.5,0.7,0.0,78.8,53.3,400.9,41.3,2.3,4.3,33.2,5.0,2.1,1.2,4.3,
2024-07-12,Lunch,416.9,18.2,5.6,0.9,1.8,0.0,205.5,64.5,66.0,25.8,6.5,2.2,40.7,0.0,0.0,2.4,4.6,
2024-07-12,Snacks,580.7,60.4,1.8,0.0,0.0,0.0,0.0,0.0,0.0,8.4,0.4,4.9,0.8,0.0,0.0,0.0,0.0,
2024-07-13,Breakfast,78.0,4.3,2.8,0.0,0.0,0.0,0.0,48.0,209.4,5.6,0.0,5.6,4.7,2.4,0.0,18.4,0.0,
2024-07-13,Dinner,687.2,30.7,9.5,2.1,9.2,0.0,87.6,61.6,825.6,67.2,8.2,22.9,36.2,4.8,14.4,1.2,4.9,
2024-07-13,Lunch,438.1,15.7,5.6,0.5,0.7,0.0,78.8,53.3,400.9,41.3,2.3,4.3,33.2,5.0,2.1,1.2,4.3,
2024-07-13,Snacks,1009.8,43.1,16.5,0.1,0.0,0.4,44.0,584.6,821.8,151.0,10.1,84.4,13.3,0.0,12.0,15.9,19.2,
2024-07-14,Breakfast,156.0,8.6,5.6,0.0,0.0,0.0,0.0,96.0,418.8,11.2,0.0,11.2,9.4,4.8,0.0,36.8,0.0,
2024-07-14,Dinner,348.3,18.1,4.5,0.0,0.0,0.0,0.0,0.0,0.0,26.2,0.9,0.0,17.1,0.0,0.0,0.0,0.0,
2024-07-14,Lunch,467.1,10.7,3.8,0.5,0.8,0.0,87.6,55.1,400.8,53.3,1.9,21.6,38.0,2.4,0.0,0.6,2.5,
2024-07-14,Snacks,360.0,21.0,15.0,0.0,0.0,0.5,55.0,230.0,490.0,39.0,2.0,35.0,6.0,0.0,0.0,17.0,18.3,
2024-07-15,Breakfast,156.0,8.6,5.6,0.0,0.0,0.0,0.0,96.0,418.8,11.2,0.0,11.2,9.4,4.8,0.0,36.8,0.0,
2024-07-15,Dinner,602.0,33.8,14.5,3.0,7.8,0.0,0.0,802.6,0.0,45.7,3.5,4.1,30.5,0.0,0.0,0.0,0.0,
2024-07-15,Lunch,493.5,11.4,2.2,3.7,3.6,0.0,102.0,88.8,307.2,51.4,1.1,5.8,44.2,0.0,0.0,1.2,7.2,
2024-07-15,Snacks,482.6,26.5,13.3,0.0,0.0,0.3,27.5,155.5,245.0,54.5,5.3,28.0,9.7,0.0,0.0,8.5,9.2,
2024-07-16,Breakfast,78.0,4.3,2.8,0.0,0.0,0.0,0.0,48.0,209.4,5.6,0.0,5.6,4.7,2.4,0.0,18.4,0.0,
2024-07-16,Dinner,546.9,21.5,8.0,1.4,8.7,0.0,15.0,869.7,56.2,58.8,4.6,7.9,32.6,6.0,1.4,20.3,0.4,
2024-07-16,Lunch,602.0,33.8,14.5,3.0,7.8,0.0,0.0,802.6,0.0,45.7,3.5,4.1,30.5,0.0,0.0,0.0,0.0,
2024-07-16,Snacks,212.0,7.9,3.6,0.0,0.0,0.0,15.0,160.0,0.0,9.3,0.0,8.8,25.9,6.0,0.0,20.0,0.0,
2024-07-17,Breakfast,156.0,8.6,5.6,0.0,0.0,0.0,0.0,96.0,418.8,11.2,0.0,11.2,9.4,4.8,0.0,36.8,0.0,
2024-07-17,Dinner,669.9,25.1,13.8,1.9,4.0,0.0,153.3,276.2,456.7,39.0,2.6,2.0,52.5,0.8,0.0,7.9,9.0,
2024-07-17,Lunch,507.6,29.9,12.5,3.0,7.8,0.0,0.0,685.5,0.0,35.5,3.1,3.5,25.4,0.0,0.0,0.0,0.0,
2024-07-18,Breakfast,156.0,8.6,5.6,0.0,0.0,0.0,0.0,96.0,418.8,11.2,0.0,11.2,9.4,4.8,0.0,36.8,0.0,
2024-07-18,Dinner,563.8,13.3,4.1,1.8,3.4,0.0,164.5,275.3,423.5,54.2,4.0,9.2,48.8,524.8,340.0,42.2,23.9,
2024-07-18,Lunch,532.1,20.1,4.9,2.9,5.4,0.0,73.5,1102.3,385.9,51.0,2.1,5.9,37.2,0.0,0.0,5.6,27.5,
2024-07-18,Snacks,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,
2024-07-19,Breakfast,156.0,8.6,5.6,0.0,0.0,0.0,0.0,96.0,418.8,11.2,0.0,11.2,9.4,4.8,0.0,36.8,0.0,
2024-07-19,Dinner,211.8,12.4,8.8,0.0,0.0,0.3,32.4,135.3,288.2,22.9,1.2,20.6,3.5,0.0,0.0,10.0,10.8,
2024-07-19,Lunch,536.7,12.9,2.3,1.6,1.5,0.0,127.5,256.4,576.1,49.4,7.1,6.4,55.5,25.0,31.1,4.4,12.0,
2024-07-19,Snacks,96.0,5.5,3.3,0.0,0.0,0.0,0.0,40.0,0.0,10.3,0.3,10.0,1.3,0.0,0.0,0.0,0.0,
2024-07-20,Breakfast,303.2,8.8,5.7,0.0,0.0,0.0,0.0,242.0,418.8,45.9,0.7,30.2,10.9,4.8,0.0,36.8,0.0,
2024-07-20,Dinner,2372.6,93.4,19.6,0.0,0.0,0.2,205.0,1634.7,8.4,73.8,1.0,6.6,65.8,4.0,0.0,4.0,16.9,
2024-07-20,Lunch,503.4,20.3,9.9,1.3,2.0,0.0,63.8,1021.3,192.0,35.2,2.7,4.5,45.1,0.0,0.0,0.8,4.5,
2024-07-21,Breakfast,156.0,8.6,5.6,0.0,0.0,0.0,0.0,96.0,418.8,11.2,0.0,11.2,9.4,4.8,0.0,36.8,0.0,
2024-07-21,Dinner,1486.6,69.1,17.9,0.0,0.0,0.0,0.0,8680.1,0.0,163.3,9.6,17.1,55.4,0.0,0.0,0.0,0.0,
2024-07-21,Lunch,390.4,20.9,11.6,0.9,4.6,0.0,60.0,524.2,46.2,32.5,2.2,1.6,19.4,0.0,0.0,42.4,0.5,
2024-07-21,Snacks,100.0,7.4,3.3,0.0,0.0,0.0,15.0,160.0,0.0,0.4,0.0,0.3,8.3,6.0,0.0,20.0,0.0,
2024-07-22,Breakfast,156.0,8.6,5.6,0.0,0.0,0.0,0.0,96.0,418.8,11.2,0.0,11.2,9.4,4.8,0.0,36.8,0.0,
2024-07-22,Dinner,506.6,21.2,10.4,1.9,3.0,0.0,127.8,406.2,329.1,38.4,1.7,3.6,39.5,2.2,0.0,1.0,6.1,
2024-07-22,Lunch,602.4,25.5,3.9,2.3,6.6,0.0,179.2,493.0,366.8,47.8,0.4,2.8,44.8,0.0,0.0,1.8,7.5,
2024-07-22,Snacks,416.1,18.7,3.3,0.0,0.0,0.0,0.0,40.0,0.0,39.2,0.3,10.0,20.9,0.0,0.0,0.0,0.0,
2024-07-23,Breakfast,97.5,5.4,3.5,0.0,0.0,0.0,0.0,60.0,261.8,7.0,0.0,7.0,5.9,3.0,0.0,23.0,0.0,
2024-07-23,Dinner,537.5,27.7,7.2,1.0,1.0,0.0,0.0,309.8,61.4,42.0,3.1,3.5,32.2,33.2,17.4,0.4,1.9,
2024-07-23,Lunch,491.4,20.2,10.3,1.5,2.1,0.0,127.8,751.9,329.1,34.2,2.3,3.5,43.0,2.2,0.0,1.0,6.1,
2024-07-23,Snacks,193.5,9.1,3.7,0.1,0.1,0.0,0.0,0.8,333.0,24.6,3.2,19.3,6.0,0.0,17.5,2.0,3.0,
2024-07-24,Breakfast,234.0,12.9,8.4,0.0,0.0,0.0,0.0,144.0,628.2,16.8,0.0,16.8,14.1,7.2,0.0,55.2,0.0,
2024-07-24,Dinner,758.7,45.1,18.4,0.0,0.0,0.0,0.0,251.0,0.0,52.9,3.1,4.4,36.5,0.0,0.0,0.0,0.0,
2024-07-24,Lunch,548.5,19.2,9.4,0.1,0.1,0.0,0.0,1.9,333.0,74.3,8.2,25.5,25.1,0.0,17.5,2.0,3.0,
2024-07-24,Snacks,440.1,11.8,5.1,0.0,0.0,0.0,15.0,162.1,2.5,0.6,0.0,0.1,10.4,6.0,0.0,20.0,0.3,
2024-07-25,Breakfast,250.5,8.9,5.7,0.1,0.1,0.0,0.0,96.0,751.8,35.2,3.2,30.4,11.0,4.8,17.5,38.8,3.0,
2024-07-25,Dinner,400.0,26.3,11.4,5.0,4.2,0.0,95.0,170.0,0.0,2.8,0.0,1.5,38.8,1.0,0.0,2.0,4.0,
2024-07-25,Lunch,758.7,45.1,18.4,0.0,0.0,0.0,0.0,251.0,0.0,52.9,3.1,4.4,36.5,0.0,0.0,0.0,0.0,
2024-07-25,Snacks,96.0,5.5,3.3,0.0,0.0,0.0,0.0,40.0,0.0,10.3,0.3,10.0,1.3,0.0,0.0,0.0,0.0,
2024-07-26,Dinner,536.0,13.1,4.1,0.0,0.0,0.0,0.0,0.0,0.0,86.9,5.9,12.6,22.5,0.0,0.0,0.0,0.0,
2024-07-26,Lunch,1054.0,49.9,6.0,3.7,4.0,0.0,217.0,2640.0,647.0,60.0,7.0,5.0,83.6,451.0,25.0,46.0,30.8,
2024-07-27,Breakfast,316.8,12.5,6.8,0.0,0.0,0.0,0.0,96.0,418.8,37.3,1.8,15.0,16.2,4.8,0.0,36.8,0.0,
2024-07-28,Breakfast,484.0,22.6,13.2,0.4,2.8,0.0,30.0,96.0,421.8,35.3,2.0,12.7,36.9,12.8,0.0,36.8,0.0,
2024-07-28,Dinner,857.7,22.0,2.5,3.1,10.8,0.0,0.0,176.6,650.5,81.2,7.6,7.3,14.3,0.0,43.4,3.2,3.8,
2024-07-28,Lunch,338.0,13.2,7.4,0.4,2.8,0.0,30.0,880.0,3.0,47.6,3.0,2.8,8.6,8.0,0.0,0.0,0.0,
2024-07-29,Breakfast,445.3,23.4,7.6,4.4,7.3,0.0,0.0,97.5,617.5,27.8,2.4,12.1,35.9,4.8,0.0,41.2,8.4,
2024-07-29,Dinner,654.0,10.4,0.8,0.0,0.0,0.0,0.0,0.0,0.0,39.2,1.5,1.7,6.1,0.0,0.0,0.0,0.0,
2024-07-29,Lunch,540.0,32.0,10.0,0.0,0.0,0.0,65.0,1660.0,0.0,42.0,1.0,7.0,21.0,2.0,0.0,30.0,20.0,
2024-07-29,Snacks,159.2,9.2,3.6,0.0,0.0,0.0,0.0,19.0,183.4,13.5,2.1,11.1,5.9,0.0,6.8,0.3,2.3,
2024-07-30,Breakfast,156.0,8.6,5.6,0.0,0.0,0.0,0.0,96.0,418.8,11.2,0.0,11.2,9.4,4.8,0.0,36.8,0.0,
2024-07-30,Lunch,22.4,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,0.0,0.0,0.0,0.0,
2024-07-31,Breakfast,340.2,13.2,8.4,0.2,0.2,0.0,0.0,149.4,815.4,44.2,5.6,34.3,14.8,7.2,12.9,56.8,1.8,
2024-07-31,Dinner,1013.4,57.3,14.4,0.0,0.0,0.0,0.0,0.0,0.0,98.9,7.6,0.0,29.5,0.0,0.0,0.0,0.0,
2024-07-31,Lunch,623.0,15.5,2.6,0.0,0.0,0.0,0.0,1800.0,0.0,86.7,6.0,11.8,31.0,0.0,0.0,0.0,0.0,
2024-07-31,Snacks,196.0,10.4,5.9,0.0,0.0,0.0,0.0,40.0,0.0,23.3,0.3,17.7,2.4,0.0,0.0,0.0,0.0,
2024-08-01,Breakfast,128.0,7.3,4.3,0.0,0.0,0.0,15.0,208.0,209.4,5.6,0.0,5.6,10.7,8.4,0.0,38.4,0.0,
2024-08-01,Dinner,182.4,2.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.2,2.8,0.0,0.0,0.0,0.0,
2024-08-01,Lunch,411.6,13.1,6.8,0.0,0.0,0.0,15.0,226.6,0.0,44.2,2.9,1.3,31.2,6.0,0.0,20.0,0.0,
2024-08-01,Snacks,50.0,4.4,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.3,2.3,0.0,0.0,0.0,0.0,
2024-08-02,Breakfast,78.0,4.3,2.8,0.0,0.0,0.0,0.0,48.0,209.4,5.6,0.0,5.6,4.7,2.4,0.0,18.4,0.0,
2024-08-02,Lunch,505.2,18.3,6.9,0.0,0.0,0.0,0.0,0.0,0.0,47.5,0.0,0.2,36.4,0.0,0.0,0.0,0.0,
2024-08-02,Snacks,99.0,8.8,3.6,0.0,0.0,0.0,0.0,0.8,0.0,0.6,0.0,0.1,4.4,0.0,0.0,0.0,0.0,
2024-08-03,Breakfast,156.0,8.6,5.6,0.0,0.0,0.0,0.0,96.0,418.8,11.2,0.0,11.2,9.4,4.8,0.0,36.8,0.0,
2024-08-04,Breakfast,454.2,22.9,10.2,0.0,0.0,0.0,0.0,705.6,418.8,38.5,3.3,13.7,26.1,4.8,0.0,36.8,0.0,
2024-08-04,Lunch,100.0,7.4,3.3,0.0,0.0,0.0,15.0,160.0,0.0,0.4,0.0,0.3,8.3,6.0,0.0,20.0,0.0,
2024-08-05,Breakfast,78.0,4.3,2.8,0.0,0.0,0.0,0.0,48.0,209.4,5.6,0.0,5.6,4.7,2.4,0.0,18.4,0.0,
2024-08-05,Dinner,481.1,20.4,7.5,1.9,1.9,0.0,0.0,0.0,0.0,53.7,0.0,1.4,20.5,0.0,0.0,0.0,0.0,
2024-08-05,Lunch,508.2,15.2,3.9,2.0,3.7,0.0,372.0,148.3,211.8,51.4,0.3,2.0,40.7,0.0,5.0,8.8,11.3,
2024-08-05,Snacks,279.1,17.6,9.9,0.0,0.0,0.0,0.0,0.0,0.0,19.4,0.0,1.1,9.9,0.0,0.0,0.0,0.0,
2024-08-06,Breakfast,206.0,11.6,7.1,0.0,0.0,0.0,15.0,256.0,418.8,11.2,0.0,11.2,15.4,10.8,0.0,56.8,0.0,
2024-08-06,Dinner,573.1,19.9,4.7,2.9,3.7,0.0,186.0,91.4,69.0,67.2,6.4,22.6,34.1,0.0,0.0,2.8,4.9,
2024-08-06,Lunch,481.1,20.4,7.5,1.9,1.9,0.0,0.0,0.0,0.0,53.7,0.0,1.4,20.5,0.0,0.0,0.0,0.0,
2024-08-06,Snacks,184.0,5.5,2.8,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.2,5.6,0.0,0.0,0.0,0.0,
2024-08-07,Breakfast,217.0,13.1,8.4,0.0,0.0,0.0,0.0,96.0,418.8,11.7,0.0,11.4,14.0,4.8,0.0,36.8,0.0,
2024-08-07,Dinner,421.5,13.2,4.9,1.4,2.2,0.0,141.0,236.0,363.0,38.6,2.1,3.4,36.4,2.4,0.0,1.0,6.8,
2024-08-07,Lunch,526.8,30.4,6.6,2.7,11.9,0.0,154.1,57.0,580.5,45.1,10.2,6.0,22.6,3.0,18.0,2.6,6.5,
2024-08-07,Snacks,444.4,25.1,8.6,0.0,0.0,0.0,0.0,208.0,0.0,49.7,2.1,27.8,5.4,0.0,0.0,0.0,0.0,
2024-08-08,Breakfast,156.0,8.6,5.6,0.0,0.0,0.0,0.0,96.0,418.8,11.2,0.0,11.2,9.4,4.8,0.0,36.8,0.0,
2024-08-08,Dinner,636.7,26.3,8.5,1.4,7.1,0.0,0.0,497.0,440.2,61.3,10.3,9.6,42.8,2.0,21.7,0.9,2.4,
2024-08-08,Lunch,511.3,16.7,5.7,1.0,1.8,0.0,216.0,897.0,69.0,43.0,2.2,0.7,48.4,12.0,0.0,42.8,4.9,
2024-08-08,Snacks,281.5,4.5,2.8,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,1.7,6.1,0.0,0.0,0.0,0.0,
2024-08-09,Breakfast,156.0,8.6,5.6,0.0,0.0,0.0,0.0,96.0,418.8,11.2,0.0,11.2,9.4,4.8,0.0,36.8,0.0,
2024-08-09,Dinner,833.8,37.7,7.1,3.2,6.8,0.0,36.3,1187.0,0.0,79.3,4.9,12.5,37.2,0.0,2.6,1.3,2.6,
2024-08-09,Lunch,473.5,20.0,8.2,0.9,1.8,0.0,205.5,322.5,66.0,43.9,3.3,0.3,31.8,0.0,0.0,2.4,4.6,
2024-08-09,Snacks,309.0,15.8,3.6,0.0,0.0,0.0,0.0,107.8,104.0,39.1,0.0,23.0,4.4,0.0,0.0,1.0,2.0,
2024-08-10,Breakfast,156.0,8.6,5.6,0.0,0.0,0.0,0.0,96.0,418.8,11.2,0.0,11.2,9.4,4.8,0.0,36.8,0.0,
2024-08-10,Dinner,1251.8,80.5,29.1,0.5,0.2,1.5,55.0,2406.2,292.8,72.3,6.9,1.5,75.3,4.0,0.0,24.9,9.7,
2024-08-10,Lunch,240.2,11.2,2.8,0.5,2.9,0.0,0.0,5.1,260.8,25.3,4.1,2.6,11.8,0.0,18.9,0.9,7.5,
2024-08-10,Snacks,1297.6,21.0,10.5,0.0,0.0,0.0,0.0,22.3,411.3,21.3,0.0,15.5,195.8,0.0,0.0,3.3,9.1,
2024-08-11,Breakfast,78.0,4.3,2.8,0.0,0.0,0.0,0.0,48.0,209.4,5.6,0.0,5.6,4.7,2.4,0.0,18.4,0.0,
2024-08-11,Dinner,574.7,18.1,5.5,3.9,6.9,0.0,114.4,267.5,669.2,62.6,2.3,29.9,44.2,0.7,48.2,4.5,9.6,
2024-08-11,Lunch,580.2,24.3,9.1,4.9,9.1,0.0,30.3,538.8,152.0,56.7,1.7,10.0,33.9,0.0,0.0,13.9,21.0,
2024-08-11,Snacks,1005.0,43.5,17.2,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1.4,48.4,0.0,0.0,0.0,0.0,
2024-08-12,Breakfast,156.0,8.6,5.6,0.0,0.0,0.0,0.0,96.0,418.8,11.2,0.0,11.2,9.4,4.8,0.0,36.8,0.0,
2024-08-12,Dinner,434.6,15.6,4.5,0.8,1.3,0.0,84.6,453.7,217.8,30.0,0.0,0.5,37.3,1.4,0.0,0.6,4.1,
2024-08-12,Lunch,376.4,26.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0,6.3,1.8,0.8,30.1,0.0,0.0,0.0,0.0,
2024-08-12,Snacks,99.0,8.8,3.6,0.0,0.0,0.0,0.0,0.8,0.0,0.4,0.0,0.0,4.6,0.0,0.0,0.0,0.0,
2024-08-13,Breakfast,206.0,11.6,7.1,0.0,0.0,0.0,15.0,256.0,418.8,11.2,0.0,11.2,15.4,10.8,0.0,56.8,0.0,
2024-08-13,Dinner,372.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.6,0.0,0.0,6.9,0.0,0.0,0.0,0.0,
2024-08-13,Lunch,434.6,15.6,4.5,0.8,1.3,0.0,84.6,453.7,217.8,30.0,0.0,0.5,37.3,1.4,0.0,0.6,4.1,
2024-08-13,Snacks,99.0,8.8,3.6,0.0,0.0,0.0,0.0,0.8,0.0,0.4,0.0,0.0,4.6,0.0,0.0,0.0,0.0,
2024-08-14,Breakfast,206.0,11.6,7.1,0.0,0.0,0.0,15.0,256.0,418.8,11.2,0.0,11.2,15.4,10.8,0.0,56.8,0.0,
2024-08-15,Breakfast,39.0,2.2,1.4,0.0,0.0,0.0,0.0,24.0,104.7,2.8,0.0,2.8,2.3,1.2,0.0,9.2,0.0,
2024-08-15,Dinner,567.8,18.1,9.8,0.0,0.0,0.0,0.0,1121.6,0.0,73.2,3.7,13.1,29.6,0.0,0.0,0.0,0.0,
2024-08-15,Lunch,374.2,11.7,2.2,1.1,1.8,0.0,112.8,390.1,290.4,32.0,1.5,0.6,34.1,1.9,0.0,0.8,5.4,
2024-08-15,Snacks,177.0,10.5,4.3,0.0,0.0,0.0,0.0,2.8,0.0,3.7,0.0,2.7,16.8,0.0,0.0,0.0,0.0,
2024-08-16,Breakfast,151.2,7.9,3.2,0.0,0.0,0.0,0.0,48.0,209.4,15.1,1.0,9.7,5.9,2.4,0.0,36.4,0.0,
2024-08-16,Lunch,475.1,18.4,7.9,0.0,0.0,0.0,0.0,102.2,0.0,48.5,1.9,1.5,28.6,0.0,0.0,0.0,0.0,
2024-08-16,Snacks,1034.6,26.8,5.2,0.0,0.0,0.0,0.0,0.8,1.7,68.0,2.1,33.0,25.9,0.0,0.0,0.0,0.2,
2024-08-17,Breakfast,151.2,7.9,3.2,0.0,0.0,0.0,0.0,48.0,209.4,15.1,1.0,9.7,5.9,2.4,0.0,36.4,0.0,
2024-08-17,Dinner,533.0,28.9,11.3,2.0,2.0,0.0,0.0,340.4,0.0,46.5,1.4,10.3,24.0,0.0,0.0,0.0,0.0,
2024-08-17,Lunch,533.0,28.9,11.3,2.0,2.0,0.0,0.0,340.4,0.0,46.5,1.4,10.3,24.0,0.0,0.0,0.0,0.0,
2024-08-17,Snacks,186.0,13.8,3.3,0.0,0.0,0.0,0.0,0.0,0.0,9.3,0.5,8.1,6.6,0.0,0.0,0.0,0.0,
2024-08-18,Breakfast,146.4,7.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,19.0,2.0,8.2,2.4,0.0,0.0,36.0,0.0,
2024-08-18,Dinner,512.1,15.1,5.5,0.0,0.0,0.0,0.0,0.0,0.0,65.2,3.1,7.5,31.4,41.0,19.0,0.0,0.0,
2024-08-18,Lunch,361.9,11.6,5.4,0.0,0.0,0.0,0.0,1.1,0.0,45.1,0.4,1.0,18.3,0.0,0.0,0.0,0.0,
2024-08-18,Snacks,428.0,28.8,11.5,0.0,0.0,0.0,0.0,48.0,209.4,27.3,0.5,26.0,15.1,2.4,0.0,18.4,0.0,
2024-08-19,Breakfast,146.4,7.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,19.0,2.0,8.2,2.4,0.0,0.0,36.0,0.0,
2024-08-19,Dinner,594.8,14.9,2.8,4.5,5.3,0.0,112.8,254.8,290.4,78.4,3.9,3.7,36.9,1.9,0.0,0.8,5.4,
2024-08-19,Lunch,512.1,15.1,5.5,0.0,0.0,0.0,0.0,0.0,0.0,65.2,3.1,7.5,31.4,41.0,19.0,0.0,0.0,
2024-08-19,Snacks,163.0,9.6,5.8,0.0,0.0,0.0,0.0,20.0,0.0,17.4,0.6,13.4,1.8,0.0,0.0,0.0,0.0,
2024-08-20,Breakfast,146.4,7.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,19.0,2.0,8.2,2.4,0.0,0.0,36.0,0.0,
2024-08-20,Lunch,470.5,23.1,12.4,0.2,2.0,0.0,0.0,356.0,0.0,49.7,2.0,10.8,17.5,0.0,0.0,0.0,7.5,
2024-08-20,Snacks,83.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,5.1,0.0,0.0,0.0,0.0,
2024-08-21,Breakfast,146.4,7.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,19.0,2.0,8.2,2.4,0.0,0.0,36.0,0.0,
2024-08-21,Dinner,565.0,21.5,8.0,0.7,2.0,0.0,183.6,1148.0,18.5,64.4,2.6,2.5,29.6,0.0,0.0,2.2,2.6,
2024-08-21,Lunch,505.3,18.6,6.0,1.5,2.4,0.0,150.4,459.4,387.2,39.0,3.7,4.8,44.4,2.6,0.0,1.1,7.2,
2024-08-22,Breakfast,125.8,8.5,4.2,0.0,0.0,0.0,0.0,195.3,209.4,5.9,0.0,5.6,6.9,2.4,0.0,18.4,0.0,
2024-08-22,Lunch,396.8,5.5,0.9,0.0,0.0,0.0,0.0,250.0,0.0,54.8,0.0,0.5,30.3,0.0,0.0,0.0,0.0,
2024-08-30,Breakfast,382.1,26.4,9.9,0.0,0.0,0.0,0.0,440.0,418.8,24.0,1.2,12.4,13.6,4.8,0.0,36.8,0.0,
2024-08-30,Lunch,409.4,11.0,3.3,1.4,2.2,0.0,141.0,558.9,363.0,42.5,2.2,1.4,34.4,2.4,0.0,1.0,6.8,
2024-08-31,Breakfast,301.0,16.0,5.6,0.0,0.0,0.0,0.0,272.5,418.8,27.7,0.0,16.6,11.8,4.8,0.0,36.8,0.0,
2024-09-03,Breakfast,217.0,13.1,8.4,0.0,0.0,0.0,0.0,96.0,418.8,11.7,0.0,11.4,14.0,4.8,0.0,36.8,0.0,
2024-09-03,Dinner,528.0,17.7,3.8,5.0,4.2,0.0,95.0,235.0,470.0,53.5,2.0,1.2,41.5,161.0,40.0,10.0,19.0,
2024-09-03,Lunch,267.0,9.6,4.0,0.0,0.0,0.0,0.0,1.0,0.0,16.0,0.0,11.0,29.2,0.0,0.0,0.0,0.0,
2024-09-03,Snacks,36.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,7.0,0.4,6.6,1.8,0.0,0.0,0.0,0.0,
2024-09-04,Breakfast,156.0,8.6,5.6,0.0,0.0,0.0,0.0,96.0,418.8,11.2,0.0,11.2,9.4,4.8,0.0,36.8,0.0,
2024-09-04,Lunch,597.8,26.1,5.2,5.0,4.2,0.0,95.0,202.0,0.0,50.1,0.7,0.8,42.0,1.0,0.0,2.0,4.0,
2024-09-04,Snacks,50.0,3.0,1.5,0.0,0.0,0.0,15.0,160.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,20.0,0.0,
2024-09-06,Breakfast,156.0,8.6,5.6,0.0,0.0,0.0,0.0,96.0,418.8,11.2,0.0,11.2,9.4,4.8,0.0,36.8,0.0,
2024-09-06,Lunch,428.9,12.9,1.3,0.0,0.0,0.0,0.0,219.0,0.0,42.0,3.9,5.7,36.8,41.0,19.0,1.1,11.0,
2024-09-09,Breakfast,217.0,13.1,8.4,0.0,0.0,0.0,0.0,96.0,418.8,11.7,0.0,11.4,14.0,4.8,0.0,36.8,0.0,
